Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
1996-01-01,0.4785255491733551,0.47852554917335505,0.4751234708911941,0.47746958239655357,204800
1996-01-02,0.4765906035900116,0.47981671980892804,0.4765906035900116,0.47746996200983854,204800
1996-01-03,0.47981658577919006,0.4798165857791901,0.4798165857791901,0.4798165857791901,102400
1996-01-04,0.4766486883163452,0.47746976141820147,0.4751236490331948,0.4751236490331948,307200
1996-01-05,0.47101762890815735,0.47101762890815735,0.47101762890815735,0.47101762890815735,51200
1996-01-08,0.4739505350589752,0.475123609053552,0.47160438706982155,0.4710175278584713,358400
1996-01-09,0.46867167949676514,0.46925850323688933,0.46339255713693267,0.47395080185659755,870400
1996-01-10,0.4645655155181885,0.4657385898795129,0.46339244115686407,0.46867156219541295,358400
1996-01-11,0.47512367367744446,0.47512367367744446,0.4645654334651764,0.4680846201260062,819200
1996-01-12,0.472484290599823,0.4727774337760787,0.4692582119954748,0.4727774337760787,358400
1996-01-15,0.46720537543296814,0.4716045656858159,0.466325444298301,0.466325444298301,307200
1996-01-16,0.46925845742225647,0.46925845742225647,0.42819798438201817,0.467205415869455,358400
1996-01-17,0.464800089597702,0.47043117246290894,0.46339215777441756,0.46925809881896496,768000
1996-01-18,0.4663253724575043,0.4663253724575043,0.46221932614142375,0.46480033296002776,204800
1996-01-19,0.4616324007511139,0.46339233410067077,0.4613392933355798,0.46339233410067077,512000
1996-01-22,0.4663253724575043,0.4663253724575043,0.46339240039957136,0.46339240039957136,204800
1996-01-23,0.46485862135887146,0.4692583841305508,0.46104629080511916,0.46104629080511916,665600
1996-01-24,0.4628053903579712,0.46280539035797114,0.45224715264748133,0.464858430748287,409600
1996-01-25,0.4610462784767151,0.4630992838523888,0.46104627847671514,0.4630992838523888,102400
1996-01-26,0.4610462784767151,0.46104627847671514,0.46104627847671514,0.46104627847671514,0
1996-01-29,0.45840632915496826,0.4598731193112886,0.45840632915496826,0.4598731193112886,102400
